Field	Time	EricAutoLabel:C7:X	EricAutoLabel:C7:Y	EricAutoLabel:C7:Z	EricAutoLabel:CLAV:X	EricAutoLabel:CLAV:Y	EricAutoLabel:CLAV:Z	EricAutoLabel:LANK:X	EricAutoLabel:LANK:Y	EricAutoLabel:LANK:Z	EricAutoLabel:LBHD:X	EricAutoLabel:LBHD:Y	EricAutoLabel:LBHD:Z	EricAutoLabel:LBWT:X	EricAutoLabel:LBWT:Y	EricAutoLabel:LBWT:Z	EricAutoLabel:LELB:X	EricAutoLabel:LELB:Y	EricAutoLabel:LELB:Z	EricAutoLabel:LFHD:X	EricAutoLabel:LFHD:Y	EricAutoLabel:LFHD:Z	EricAutoLabel:LFIN:X	EricAutoLabel:LFIN:Y	EricAutoLabel:LFIN:Z	EricAutoLabel:LFRM:X	EricAutoLabel:LFRM:Y	EricAutoLabel:LFRM:Z	EricAutoLabel:LFWT:X	EricAutoLabel:LFWT:Y	EricAutoLabel:LFWT:Z	EricAutoLabel:LHEE:X	EricAutoLabel:LHEE:Y	EricAutoLabel:LHEE:Z	EricAutoLabel:LKNE:X	EricAutoLabel:LKNE:Y	EricAutoLabel:LKNE:Z	EricAutoLabel:LMT5:X	EricAutoLabel:LMT5:Y	EricAutoLabel:LMT5:Z	EricAutoLabel:LSHN:X	EricAutoLabel:LSHN:Y	EricAutoLabel:LSHN:Z	EricAutoLabel:LSHO:X	EricAutoLabel:LSHO:Y	EricAutoLabel:LSHO:Z	EricAutoLabel:LTHI:X	EricAutoLabel:LTHI:Y	EricAutoLabel:LTHI:Z	EricAutoLabel:LTOE:X	EricAutoLabel:LTOE:Y	EricAutoLabel:LTOE:Z	EricAutoLabel:LUPA:X	EricAutoLabel:LUPA:Y	EricAutoLabel:LUPA:Z	EricAutoLabel:LWRA:X	EricAutoLabel:LWRA:Y	EricAutoLabel:LWRA:Z	EricAutoLabel:LWRB:X	EricAutoLabel:LWRB:Y	EricAutoLabel:LWRB:Z	EricAutoLabel:RANK:X	EricAutoLabel:RANK:Y	EricAutoLabel:RANK:Z	EricAutoLabel:RBAC:X	EricAutoLabel:RBAC:Y	EricAutoLabel:RBAC:Z	EricAutoLabel:RBHD:X	EricAutoLabel:RBHD:Y	EricAutoLabel:RBHD:Z	EricAutoLabel:RBWT:X	EricAutoLabel:RBWT:Y	EricAutoLabel:RBWT:Z	EricAutoLabel:RELB:X	EricAutoLabel:RELB:Y	EricAutoLabel:RELB:Z	EricAutoLabel:RFHD:X	EricAutoLabel:RFHD:Y	EricAutoLabel:RFHD:Z	EricAutoLabel:RFIN:X	EricAutoLabel:RFIN:Y	EricAutoLabel:RFIN:Z	EricAutoLabel:RFRM:X	EricAutoLabel:RFRM:Y	EricAutoLabel:RFRM:Z	EricAutoLabel:RFWT:X	EricAutoLabel:RFWT:Y	EricAutoLabel:RFWT:Z	EricAutoLabel:RHEE:X	EricAutoLabel:RHEE:Y	EricAutoLabel:RHEE:Z	EricAutoLabel:RKNE:X	EricAutoLabel:RKNE:Y	EricAutoLabel:RKNE:Z	EricAutoLabel:RMT5:X	EricAutoLabel:RMT5:Y	EricAutoLabel:RMT5:Z	EricAutoLabel:RSHN:X	EricAutoLabel:RSHN:Y	EricAutoLabel:RSHN:Z	EricAutoLabel:RSHO:X	EricAutoLabel:RSHO:Y	EricAutoLabel:RSHO:Z	EricAutoLabel:RTHI:X	EricAutoLabel:RTHI:Y	EricAutoLabel:RTHI:Z	EricAutoLabel:RTOE:X	EricAutoLabel:RTOE:Y	EricAutoLabel:RTOE:Z	EricAutoLabel:RUPA:X	EricAutoLabel:RUPA:Y	EricAutoLabel:RUPA:Z	EricAutoLabel:RWRA:X	EricAutoLabel:RWRA:Y	EricAutoLabel:RWRA:Z	EricAutoLabel:RWRB:X	EricAutoLabel:RWRB:Y	EricAutoLabel:RWRB:Z	EricAutoLabel:STRN:X	EricAutoLabel:STRN:Y	EricAutoLabel:STRN:Z	EricAutoLabel:T10:X	EricAutoLabel:T10:Y	EricAutoLabel:T10:Z
134	1.1083	-389.37	-184.93	1380.5	-231.43	-80.794	1307.4	-420.01	-167.78	99.38	-392.43	-68.488	1514.7	-496.39	-183.65	957.82	-545.19	47.781	997.96	-285.24	-5.0072	1583	-307.65	131.12	836.29	-463.21	51.515	908	-343.72	-58.983	871.25	-461.94	-255.88	35.814	-374.1	-83.171	432.23	-362.64	-85.632	30.468	-404.4	-91.318	304.76	-413.31	0.16974	1339.6	-363.57	-20.623	672.92	-277.43	-88.008	43.283	-509.72	44.895	1187.8	-313.76	99.295	939.15	-400.75	88.008	845.28	-623.27	-574.64	419.08	-379.87	-298.06	1303	-337.6	-203.09	1517.1	-408.04	-343.63	939.91	-175.59	-470.51	1122	-205.97	-108.55	1600.4	-77.484	-348.38	835.78	-115.67	-415.26	960.11	-218.37	-289.99	829.41	-709.33	-543.75	477.47	-327.25	-390.82	447.08	-680.47	-640.24	311.13	-485.44	-507.85	436.39	-231.27	-275.99	1387.8	-263.94	-354.32	548.25	-699.99	-610.88	217.35	-192.74	-350.17	1331.4	-99.974	-317.32	937.88	-129.08	-430.2	876.43	-187.56	-88.942	1121.4	-440.04	-256.05	1207.3
135	1.1167	-371.98	-172.11	1375.8	-213.7	-66.027	1302.2	-417.89	-168.04	98.362	-375.12	-53.891	1509.8	-477.89	-171.35	955.27	-507.34	62.802	979.38	-268.18	8.7414	1578.7	-264.45	150.3	836.12	-420.18	67.47	895.78	-327.17	-45.914	866.93	-461.94	-256.81	36.323	-365.53	-77.994	427.56	-363.74	-84.953	30.383	-398.88	-88.263	300.86	-397.35	12.9	1331.8	-350.17	-10.608	665.28	-277.43	-88.432	43.028	-484.77	57.71	1170.8	-273.87	115.84	936.35	-354.32	104.22	837.65	-585.5	-551.64	420.27	-361.54	-285.75	1298.7	-320.55	-188.58	1512.2	-390.31	-331.83	934.48	-159.64	-460.24	1119.7	-189	-94.458	1595.8	-62.463	-362.22	825.6	-101.59	-417.38	952.73	-200.12	-276.33	824.41	-673	-522.11	479.42	-291.44	-367.31	441.82	-640.75	-618.09	312.99	-448.19	-484.51	434.78	-212.68	-261.73	1382.2	-233.56	-334.55	543.41	-660.53	-590.09	219.81	-173.72	-335.65	1326.3	-83.85	-321.39	923.11	-116.44	-437.75	870.41	-168.8	-73.92	1116.2	-421.54	-243.4	1203.1
136	1.1250	-354.32	-159.04	1372.2	-195.79	-50.921	1298.2	-416.28	-167.7	97.174	-357.8	-39.548	1505.6	-459.81	-158.62	953.24	-469.06	77.569	965.54	-250.87	23.084	1574.9	-220.23	168.12	840.11	-377.07	81.813	887.89	-311.38	-33.098	859.54	-462.02	-256.98	36.748	-358.57	-72.223	423.07	-364.76	-84.189	30.213	-394.55	-84.613	297.12	-381.23	25.8	1326.1	-338.88	-0.50921	658.74	-277.6	-88.432	43.028	-459.05	69.507	1158.2	-233.73	131.8	938.38	-307.82	119.58	834.59	-547.82	-527.71	420.44	-343.12	-272.43	1295.8	-303.66	-174.15	1507.6	-372.32	-319.36	930.41	-144.53	-450.48	1119.9	-171.86	-79.946	1591.6	-50.496	-373.16	816.09	-88.008	-419.25	948.57	-182.3	-262.75	820.84	-636.85	-500.3	479.25	-255.28	-343.12	438.43	-600.02	-594.25	312.74	-411.02	-460.49	433.25	-194.18	-247.22	1378	-202.92	-315.2	540.52	-619.88	-566.15	219.81	-154.88	-321.23	1322.3	-68.573	-325.38	913.01	-105.24	-443.94	868.88	-150.64	-58.898	1111.4	-403.04	-230.84	1199.4
137	1.1333	-336.5	-145.46	1369.3	-177.71	-35.899	1295.1	-416.11	-167.19	96.155	-340.24	-25.376	1502.5	-441.99	-146.65	951.79	-430.87	91.233	955.7	-233.05	36.833	1571.7	-174.91	184.16	849.1	-333.7	95.561	884.92	-294.83	-19.774	851.48	-462.19	-257.06	37.087	-352.71	-65.688	419.16	-365.36	-83.85	30.383	-390.73	-79.776	294.32	-364.08	39.124	1322.7	-330.22	9.1657	653.91	-277.86	-88.263	42.943	-433.51	80.709	1149.5	-194.6	147.33	945.85	-260.97	134.09	836.37	-509.89	-503.01	418.74	-325.13	-258.34	1293.6	-286.77	-160.06	1503.8	-354.24	-306.54	927.35	-130.27	-441.99	1123.1	-154.21	-66.027	1588.2	-37.681	-383.94	814.31	-75.108	-420.18	948.48	-164.22	-249.6	818.81	-600.7	-477.55	476.45	-219.38	-318.68	436.31	-558.69	-569.04	310.02	-373.59	-435.37	431.13	-175.34	-232.54	1375.2	-172.11	-295.59	539.59	-577.44	-539.34	216.92	-136.3	-306.71	1320.2	-54.231	-328.69	907.92	-94.628	-448.87	870.91	-132.56	-43.452	1107.6	-384.79	-218.37	1196.5
138	1.1417	-317.75	-131.8	1367.1	-159.21	-20.962	1293.1	-416.45	-166.43	95.731	-321.73	-11.287	1500.1	-424.25	-135.36	950.61	-392.51	104.47	949.42	-214.55	50.327	1569.5	-128.83	199.1	864.21	-289.31	110.67	886.45	-279.13	-7.1289	844.61	-462.36	-257.23	37.512	-347.87	-59.068	415.51	-365.87	-83.255	30.468	-387.34	-74.599	291.86	-345.92	52.873	1321.1	-322.16	18.756	650	-278.2	-88.263	42.858	-408.13	92.251	1143.7	-156.58	161.5	958.5	-213.7	148.86	843.67	-472.63	-478.06	414.83	-306.71	-244.08	1292.1	-269.29	-146.4	1501.2	-335.65	-293.73	925.91	-116.61	-434.35	1128.6	-135.79	-52.788	1585.4	-25.715	-389.12	817.79	-62.208	-419.93	952.13	-145.29	-236.19	818.72	-564.97	-454.38	471.44	-183.74	-294.32	435.88	-517.19	-542.65	304.51	-336.08	-409.83	429.26	-156.58	-217.43	1373.8	-141.14	-275.74	540.52	-533.14	-510.74	211.41	-118.05	-292.29	1320.3	-39.718	-330.31	908.17	-82.407	-451.41	876.94	-114.49	-28.091	1105.2	-366.04	-205.04	1194.7
139	1.1500	-298.48	-118.05	1365.8	-140.54	-6.0256	1292	-417.13	-165.66	95.561	-302.81	1.952	1498.4	-406.43	-124.33	949.93	-354.66	117.54	946.62	-195.79	63.651	1568.3	-83.086	213.1	885.51	-245.78	125.86	892.81	-264.28	4.8375	839.85	-462.87	-257.49	38.53	-344.22	-53.212	412.8	-366.29	-82.916	30.468	-384.88	-70.525	289.91	-326.91	66.282	1321	-313.67	27.752	646.52	-278.71	-88.263	42.858	-382.75	105.07	1140.7	-119.92	174.15	976.07	-167.36	163.71	856.49	-435.8	-452.77	408.72	-287.53	-229.91	1291.6	-250.53	-132.9	1499.5	-316.22	-281.17	925.31	-103.45	-427.31	1136.9	-117.29	-40.058	1584	-12.476	-389.88	825.93	-49.393	-417.72	959.6	-125.86	-221.84	819.65	-530.51	-431.38	463.89	-148.18	-270.05	437.66	-475.6	-514.64	296.44	-299.16	-383.94	427.65	-137.32	-202.33	1373.7	-109.9	-255.37	542.65	-488.33	-480.01	203.43	-100.4	-278.11	1322.4	-24.781	-330.05	911.65	-70.016	-450.82	885.6	-96.325	-13.07	1104	-346.94	-191.29	1193.6
140	1.1583	-279.05	-104.39	1365.8	-121.62	7.4684	1291.3	-417.13	-164.64	95.222	-283.63	14.597	1497.9	-388.27	-113.04	949.59	-317.58	131.29	947.21	-177.03	76.296	1568.3	-38.785	226.17	912.58	-204.02	140.03	903.42	-248.41	17.907	837.9	-463.63	-257.23	39.548	-342.44	-49.054	411.95	-366.8	-82.746	30.128	-384.03	-68.488	289.14	-307.22	79.606	1322.6	-304.93	36.154	643.89	-279.13	-88.093	42.773	-357.12	119.75	1140.6	-85.207	185.78	998.05	-122.89	178.56	874.22	-399.39	-426.8	400.66	-267.93	-215.99	1291.9	-230.67	-119.83	1498.6	-295.68	-268.44	925.06	-90.894	-420.94	1147.4	-98.107	-27.327	1584.1	0	-387.93	835.78	-36.663	-413.82	970.29	-106.51	-206.48	821.35	-496.39	-407.71	453.28	-112.7	-246.29	441.14	-434.78	-484.77	285.33	-262.58	-357.8	425.27	-117.8	-188.07	1374.6	-78.842	-234.91	546.8	-443.01	-447	193.33	-82.831	-264.53	1326.4	-10.608	-327.42	923.53	-58.219	-447.51	896.12	-77.4	0.84868	1103.5	-327.51	-177.2	1193.1
141	1.1667	-259.7	-91.148	1366.8	-101.84	20.623	1292.2	-417.3	-163.88	95.476	-263.68	27.073	1498.6	-369.68	-100.74	950.01	-281.08	146.31	951.37	-157.68	88.772	1569.6	2.4612	238.48	944.5	-163.88	154.04	916.74	-231.6	31.91	838.24	-464.14	-256.22	40.991	-341	-47.017	412.63	-367.39	-82.407	29.619	-383.86	-67.47	289.48	-287.19	93.015	1325.8	-295.76	44.641	641.69	-279.47	-88.008	42.773	-331.32	136.55	1142.8	-53.212	196.04	1023.4	-80.794	194.69	896.54	-363.57	-400.66	391.07	-248.49	-201.9	1292.6	-210.22	-107.36	1498.9	-274.89	-255.37	925.57	-77.994	-414.24	1159.5	-78.333	-14.512	1585.2	12.391	-382.16	847.92	-23.933	-408.89	983.11	-86.141	-191.46	823.73	-462.28	-382.75	439.62	-77.569	-222.35	446.24	-394.04	-453.28	271.41	-227.02	-332	422.9	-98.107	-174.4	1376.3	-47.611	-214.29	552.91	-397.27	-412.2	180.94	-65.094	-251.04	1332.1	3.3947	-322.92	936.77	-46.168	-441.82	908.34	-57.795	14.852	1104.2	-307.82	-162.86	1193.6
142	1.1750	-239.84	-77.994	1368.7	-80.709	33.693	1294.8	-418.14	-163.46	96.665	-243.4	38.954	1500.7	-350.67	-87.584	950.86	-245.86	162.44	957.99	-137.74	100.74	1572.3	39.888	249	980.39	-126.03	168.46	933.29	-214.29	45.914	839.51	-464.74	-254.69	43.198	-338.62	-46.338	413.9	-367.56	-82.322	29.534	-382.92	-67.215	291.1	-266.4	106.59	1330.9	-286	52.194	640.16	-279.55	-88.008	42.773	-304.51	154.97	1147.8	-24.102	204.87	1051	-40.991	210.9	923.11	-327.42	-373.76	379.44	-228.8	-187.56	1293.9	-189.17	-95.137	1500.3	-253.92	-241.53	926.76	-64.839	-407.11	1173.2	-58.05	-2.3763	1587.4	25.63	-374.1	861.75	-11.033	-402.87	997.11	-65.179	-176.27	827.21	-428.24	-357.04	423.49	-42.943	-199.02	452.69	-352.12	-420.94	255.62	-192.31	-307.05	420.44	-78.927	-160.99	1379	-16.38	-193.67	560.64	-350.42	-375.96	167.27	-47.696	-237.8	1339	17.907	-316.13	952.13	-33.438	-433.68	921.67	-37.681	28.855	1106.3	-287.87	-148.35	1194.9
143	1.1833	-219.98	-64.754	1371.2	-58.983	46.762	1298.4	-418.65	-162.61	99.295	-223.03	50.157	1504	-330.9	-73.835	952.05	-212.34	180.94	966.82	-117.46	112.2	1575.8	73.411	258	1018.1	-90.724	183.91	952.56	-196.64	60.256	840.36	-465.25	-253.5	46.592	-335.57	-45.829	416.11	-367.48	-82.322	29.704	-381.48	-67.47	294.07	-245.01	120.09	1337.3	-275.74	58.559	638.89	-279.47	-88.093	42.943	-277.43	173.55	1155.4	1.6125	212.85	1079.7	-3.9888	225.75	951.79	-291.18	-346.09	366.29	-209.11	-172.96	1295.6	-167.53	-83.51	1502.9	-232.28	-227.28	929.13	-51.769	-399.56	1188.2	-37.087	9.2506	1590.6	39.294	-364.17	877.03	2.0368	-394.81	1012.6	-44.386	-160.06	831.54	-394.64	-330.56	404.82	-9.6749	-176.53	460.58	-309	-387.17	238.9	-158.11	-281.93	416.62	-60.002	-147.76	1383.1	14.428	-173.05	569.89	-302.04	-337.86	153.44	-30.892	-224.65	1346.6	32.335	-307.65	969.36	-20.708	-423.58	936.18	-16.38	42.773	1109.8	-267.76	-133.5	1196.5
144	1.1917	-199.86	-51.26	1374.5	-37.512	59.408	1302.6	-418.48	-161.42	103.45	-201.9	60.935	1508.4	-310.62	-58.898	953.92	-180.77	201.65	978.02	-96.665	123.57	1580.2	103.11	265.72	1055.9	-57.625	199.95	973.44	-178.22	74.769	840.11	-465.08	-252.57	51.6	-332.26	-45.235	420.1	-367.48	-82.916	29.449	-379.27	-67.385	298.48	-223.29	133.33	1344.9	-263.68	64.415	638.8	-279.55	-88.517	42.858	-250.7	192.31	1164.6	25.206	220.15	1108.2	29.619	239.16	981.24	-255.54	-317.75	351.1	-189.93	-158.19	1298.3	-145.21	-72.223	1506.7	-210.81	-212.42	932.61	-38.106	-391.24	1203.6	-15.785	21.217	1594.4	53.297	-352.12	892.98	15.785	-385.13	1028.7	-24.018	-143.09	836.12	-360.77	-302.81	383.52	22.32	-154.71	469.06	-265.55	-352.54	221	-124.33	-257.06	411.69	-41.076	-135.02	1388.1	44.98	-152.42	579.99	-252.06	-298.31	139.1	-13.918	-211.75	1355.2	46.847	-297.38	987.52	-7.2986	-412.46	951.28	5.0921	56.522	1114.3	-247.56	-117.71	1198.8
145	1.2000	-179.58	-37.766	1378.4	-15.701	71.289	1307.7	-416.79	-159.3	108.97	-180.34	71.544	1513.7	-289.91	-43.198	956.04	-150.56	223.8	991.26	-75.532	134.86	1585.7	128.83	271.41	1092.8	-27.243	216.5	995.16	-159.21	89.705	839.94	-464.14	-251.29	58.729	-327.51	-44.641	425.7	-367.39	-84.019	28.516	-376.13	-66.621	304.34	-201.05	146.31	1353.9	-249.6	70.865	640.16	-279.64	-88.602	42.604	-224.05	210.9	1175.3	45.659	226.43	1136.2	60.256	251.72	1011.1	-219.3	-288.72	334.55	-170.5	-143.34	1301.7	-123.06	-61.275	1511.2	-189.34	-197.57	936.69	-24.272	-382.16	1219.1	5.771	32.759	1598.6	68.064	-338.2	909.19	29.958	-374.52	1044.8	-3.0552	-125.6	841.8	-326.49	-273.87	360.26	53.891	-133.33	476.87	-221.59	-317.07	201.99	-91.233	-232.11	406.18	-22.151	-122.46	1393.6	74.684	-132.22	590.43	-200.29	-257.91	124.59	2.7158	-198.68	1364.4	61.784	-286	1005.9	6.7046	-400.32	966.65	26.733	69.931	1119.8	-227.53	-101.33	1201.8
146	1.2083	-159.64	-24.272	1382.7	6.1954	82.746	1313.6	-414.07	-157.18	116.27	-158.79	82.237	1519.6	-268.86	-27.243	958.67	-121.96	246.88	1005.6	-53.976	145.38	1591.4	151.15	275.48	1128.4	0.084868	233.73	1016.9	-139.1	104.56	841.04	-462.45	-249.94	68.404	-321.48	-42.858	432.74	-367.14	-84.953	28.855	-372.32	-65.179	311.8	-178.22	159.04	1363.7	-233.56	78.333	642.62	-279.3	-88.602	42.519	-198.17	229.06	1187	64.075	232.2	1162.9	87.499	264.36	1040.6	-182.38	-258.76	316.73	-151.15	-128.41	1305.5	-101.16	-50.581	1515.9	-167.53	-182.3	941.02	-10.269	-372.32	1234.3	28.006	43.707	1603.3	83.68	-323.26	925.23	44.471	-363.32	1060.6	18.756	-108.46	848.68	-291.52	-243.74	335.48	84.274	-112.45	484.26	-175.76	-279.81	182.98	-59.068	-206.74	399.39	-3.5645	-109.9	1399.5	103.54	-113.04	601.46	-146.91	-216.84	111.52	19.604	-185.35	1373.8	77.145	-273.95	1023.3	21.217	-387	982.01	48.714	82.916	1125.7	-207.25	-84.783	1205.4
147	1.2167	-139.35	-10.099	1387.3	28.346	94.458	1319.8	-410.68	-155.05	124.93	-136.89	92.761	1526	-247.56	-11.033	961.98	-95.052	270.47	1021.2	-31.995	155.48	1597	171.09	279.05	1162.4	25.376	251.29	1038	-118.05	119.24	844.1	-459.56	-248.15	81.303	-314.69	-39.464	441.4	-366.46	-85.462	30.468	-367.31	-63.142	320.8	-154.97	172.03	1374.1	-216.07	86.65	645.93	-279.05	-89.026	42.519	-173.3	246.8	1199.6	80.37	237.97	1187.7	112.2	277.26	1068.7	-145.04	-227.96	298.57	-131.72	-113.21	1309.8	-79.012	-39.888	1521	-145.38	-166.34	945.85	3.4796	-361.71	1248.7	50.496	54.315	1608.1	100.14	-307.82	941.02	59.408	-350.84	1076	40.567	-91.657	856.23	-255.11	-212.34	309.6	113.21	-92.421	491.22	-128.32	-241.62	164.9	-27.582	-181.96	392.6	14.852	-97.004	1405.9	131.46	-94.458	612.83	-92.676	-175.17	99.55	36.323	-171.86	1383.3	92.761	-261.48	1040.1	36.154	-372.66	996.6	70.78	95.901	1131.9	-187.13	-67.979	1209.7
148	1.2250	-118.73	4.0737	1392.3	50.666	106.42	1326.2	-406.43	-152	135.45	-114.66	103.03	1532.6	-225.24	4.7526	965.71	-69.931	293.73	1037.3	-9.5901	166.17	1603.2	188.41	282.1	1193.9	48.629	269.37	1059.1	-96.665	133.58	848.51	-454.55	-245.18	96.495	-306.8	-34.881	451.41	-365.36	-85.632	32.929	-361.37	-60.256	331.41	-131.63	184.84	1384.6	-197.66	95.561	650.17	-278.28	-89.366	43.028	-149.11	264.28	1212.8	95.137	244.42	1210	135.02	289.74	1095.2	-106.51	-196.64	279.72	-112.2	-97.428	1314.5	-56.607	-29.279	1526.2	-123.23	-150.56	950.61	17.822	-350.5	1262.2	73.156	64.754	1612.9	116.78	-291.95	955.78	74.599	-337.6	1090.3	62.463	-74.769	864.8	-217.01	-179.84	283.12	140.8	-73.75	497.41	-80.03	-203.09	147.25	4.0737	-157.6	384.88	33.777	-83.765	1412.8	158.19	-75.957	623.52	-37.681	-132.9	89.366	53.382	-158.19	1393.1	108.72	-248.41	1055.8	51.6	-357.89	1010	93.015	108.97	1138.3	-166.85	-51.006	1214.7
149	1.2333	-98.277	18.077	1397.9	73.156	118.39	1332.3	-400.75	-147.59	146.91	-92.421	113.55	1539.2	-202.41	20.453	969.79	-46.338	315.88	1053.1	12.9	176.53	1609.5	203.77	284.9	1222.3	70.356	286.6	1078.9	-74.344	148.86	853.86	-447.59	-241.19	112.03	-297.63	-29.025	462.28	-363.49	-85.717	35.39	-354.49	-56.013	343.38	-108.21	197.15	1395.2	-178.48	105.15	655.77	-277.86	-88.772	43.452	-126.28	281.08	1226.3	108.89	251.29	1229.6	156.16	301.79	1120.1	-66.621	-164.81	260.71	-92.421	-81.388	1320	-34.287	-18.671	1531.2	-100.82	-134.77	956.04	32.335	-338.96	1274.9	95.731	75.108	1617.9	134.01	-275.57	969.19	90.384	-324.11	1103.1	85.886	-58.135	874.05	-177.29	-146.74	256.9	166.68	-56.013	502.59	-30.892	-163.96	130.19	36.239	-132.9	375.54	53.042	-70.101	1419.8	183.82	-58.135	633.45	16.889	-90.724	80.794	71.204	-144.45	1402.6	125.52	-234.74	1070.9	67.725	-342.44	1021.8	114.83	122.12	1144.9	-146.4	-34.541	1219.7
150	1.2417	-77.569	31.571	1403.8	95.476	131.04	1338.5	-393.45	-142.24	158.96	-70.016	124.16	1545.5	-179.5	36.154	974.71	-23.763	337.52	1067.8	35.814	186.37	1615.6	217.86	287.7	1247	90.894	302.55	1097.2	-51.006	164.3	859.03	-438.77	-236.53	127.98	-286.85	-21.472	473.56	-361.71	-85.292	37.851	-346.01	-50.666	356.11	-84.613	208.94	1405.6	-158.79	116.1	661.88	-278.71	-87.923	43.198	-104.22	297.29	1239.8	122.21	258.85	1247.2	176.1	312.57	1143.1	-25.8	-133.07	241.79	-72.138	-65.518	1326.1	-11.966	-7.4684	1536.1	-78.418	-119.15	962.06	47.696	-326.23	1285.9	118.39	85.207	1623.6	151.15	-258.85	981.07	106.42	-310.02	1114.1	108.21	-42.349	881.61	-135.53	-113.64	231.18	191.21	-39.294	506.75	19.689	-124.16	114.66	68.573	-108.8	365.7	73.071	-56.352	1426.9	208.44	-41.416	642.53	71.204	-48.46	73.071	89.451	-130.19	1411.5	143.34	-220.66	1084.4	83.765	-326.15	1032.2	136.47	135.7	1150.8	-125.52	-18.331	1225.4
151	1.2500	-56.352	44.895	1410.3	117.88	143.51	1344.6	-384.88	-135.45	171.43	-47.611	135.36	1551.7	-155.99	52.533	980.22	-2.0368	358.23	1081.4	58.644	196.3	1621.8	231.69	291.69	1267.6	110.41	318.08	1113.9	-27.412	179.5	863.7	-427.56	-231.27	145.38	-274.04	-12.136	485.02	-360.01	-84.698	40.821	-335.57	-44.216	368.75	-61.105	220.32	1415.5	-138.76	128.74	668.25	-279.64	-87.499	43.028	-82.916	312.74	1252.7	135.28	267.84	1263	195.03	323.26	1163	15.955	-101.16	223.03	-51.43	-50.072	1332.3	10.099	3.3947	1541	-56.098	-103.54	968.17	63.651	-312.91	1295.5	141.22	95.052	1628.9	168.8	-241.87	991.77	123.4	-295	1123.7	129.08	-27.412	887.55	-91.657	-80.2	205.47	214.29	-23.848	510.06	71.459	-84.274	100.65	101.16	-85.547	355.6	93.1	-42.604	1433.4	231.6	-25.8	650.77	125.77	-6.7046	67.215	108.97	-115.93	1419.4	162.01	-205.72	1095.9	100.48	-309.17	1040.8	158.36	149.62	1156.9	-104.47	-2.9704	1231.7
152	1.2583	-34.966	57.965	1416.8	140.12	155.99	1350.7	-375.46	-127.39	183.91	-25.376	146.82	1557.8	-132.05	68.828	986	17.737	377.32	1094.5	81.643	206.57	1628.1	246.12	297.12	1283.5	129.68	332.43	1128.4	-4.1585	194.43	868.28	-415.17	-224.31	163.54	-259.61	-2.1217	496.14	-358.4	-83.68	44.641	-323.43	-36.154	381.57	-37.851	231.6	1425	-118.05	142.66	675.04	-279.72	-86.735	43.707	-62.463	327.51	1265.1	148.6	277.77	1276.5	212.76	333.19	1178.7	59.408	-69.337	204.36	-30.552	-34.796	1338.5	32.165	14.343	1545.9	-33.523	-87.329	974.62	79.606	-299.07	1303.2	164.22	104.9	1633.9	188.07	-224.98	1001.1	140.97	-279.22	1131.9	150.98	-12.645	893.91	-45.914	-46.762	180.17	236.02	-8.9111	511.67	124.08	-44.81	87.414	134.52	-62.293	344.65	113.72	-28.77	1439.7	253.08	-11.203	657.39	181.28	33.777	63.906	129.17	-101.67	1426.8	180.85	-190.02	1106.1	118.31	-291.95	1048.5	180.43	163.37	1163.1	-82.831	12.221	1238.1
153	1.2667	-13.324	71.034	1422.9	161.93	168.72	1356.1	-364.59	-118.73	196.04	-2.9704	158.53	1563.4	-108.04	84.698	991.43	36.323	394.98	1106.6	104.47	217.35	1634.4	261.48	303.66	1294.9	147.16	345.58	1139.7	18.841	209.11	873.29	-402.36	-215.73	181.79	-242.72	8.3171	506.07	-356.36	-81.898	50.327	-309.17	-27.243	393.7	-14.937	243.15	1433.9	-97.344	156.92	681.57	-278.88	-85.038	44.81	-42.604	341.51	1276.7	163.71	288.3	1287.8	229.74	342.7	1190.3	104.64	-37.596	187.05	-9.5901	-19.52	1344.6	54.57	25.291	1550.2	-10.693	-71.289	981.07	96.325	-284.56	1309.1	186.79	114.83	1638.6	208.52	-206.99	1009.3	159.3	-262.75	1138.8	174.15	1.6974	900.28	1.0184	-12.985	155.48	256.81	4.8375	511.67	178.22	-5.4315	76.466	168.21	-38.954	332.94	135.02	-14.937	1445.5	273.19	2.0368	661.63	237.12	74.09	64.075	149.37	-87.838	1433.2	200.03	-174.15	1115	137.23	-273.95	1055.3	202.66	176.36	1168.9	-60.85	28.091	1244.2
